c498-902 stampede tacc utexas edu
Running on sampede.tacc.xsede.org
TACC: Starting up job 7716193
TACC: Setting up parallel environment for MVAPICH2+mpispawn.
TACC: Starting parallel tasks...
LAMMPS (10 Feb 2015)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 10 10 10
Reading data file ...
  orthogonal box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437)
  2 by 2 by 4 MPI processor grid
  reading atoms ...
  12288 atoms
Changing box ...
  triclinic box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437) with tilt (0 0 0)
Reading potential file CH.airebo with DATE: 2011-10-25
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 0 steps, check yes
  master list distance cutoff = 7
Setting up minimization ...
Memory usage per processor = 5.10815 Mbytes
Step Temp PotEng Press Pxx Pyy Pzz Pxy Pxz Pyz Lx Ly Lz Volume 
  880000            0   -94855.417 3.3371857e-09 2.7416417e-10 3.226162e-09 6.511231e-09 2.7674784e-08 2.6388491e-08 1.7976125e-08    109.74266    109.74266    109.74266    1321680.6 
  880500            0   -94855.417 -1.4288679e-09 -5.4959235e-09 2.8839693e-09 -1.6746495e-09 2.787073e-08 2.6389197e-08 1.8099301e-08    109.74266    109.74266    109.74266    1321680.6 
  881000            0   -94855.417 -1.7361864e-09 -1.634537e-09 1.4635181e-09 -5.0375405e-09 2.7793765e-08 2.6419445e-08 1.796358e-08    109.74266    109.74266    109.74266    1321680.6 
  881500            0   -94855.417 -6.7138366e-09 -6.6206211e-09 -6.835818e-09 -6.6850708e-09 2.7517254e-08 2.6306358e-08 1.7908032e-08    109.74266    109.74266    109.74266    1321680.6 
  882000            0   -94855.417 2.8394826e-10 5.7126579e-09 -2.918621e-09 -1.9421921e-09 2.7869576e-08 2.6465174e-08 1.7784219e-08    109.74266    109.74266    109.74266    1321680.6 
  882500            0   -94855.417 1.7956009e-09 4.4137804e-09 -2.7351989e-09 3.7082211e-09 2.7752158e-08 2.6393835e-08 1.7634023e-08    109.74266    109.74266    109.74266    1321680.6 
  883000            0   -94855.417 3.5110413e-09 3.2382682e-09 1.0846582e-09 6.2101974e-09 2.7937609e-08 2.6342504e-08 1.8074176e-08    109.74266    109.74266    109.74266    1321680.6 
  883500            0   -94855.417 -4.0194674e-09 -2.8582627e-09 -6.4265184e-09 -2.773621e-09 2.7824722e-08 2.644712e-08 1.7699532e-08    109.74266    109.74266    109.74266    1321680.6 
  884000            0   -94855.417 -5.2402379e-09 -7.0129179e-09 -5.4625251e-09 -3.2452708e-09 2.7641132e-08 2.6224798e-08 1.7767436e-08    109.74266    109.74266    109.74266    1321680.6 
  884500            0   -94855.417 -3.7086353e-09 -6.0164952e-09 -3.0828525e-09 -2.0265581e-09 2.7951369e-08 2.6219287e-08 1.7607533e-08    109.74266    109.74266    109.74266    1321680.6 
  885000            0   -94855.417 -1.6015836e-09 -3.9712159e-09 -2.0298829e-09 1.196348e-09 2.7706955e-08 2.6469056e-08 1.7892851e-08    109.74266    109.74266    109.74266    1321680.6 
  885500            0   -94855.417 3.2038914e-09 5.9925155e-09 -3.3833392e-11 3.6529921e-09 2.753001e-08 2.6285311e-08 1.7826248e-08    109.74266    109.74266    109.74266    1321680.6 
  886000            0   -94855.417 4.5356699e-09 1.6160656e-09 5.6119157e-09 6.3790284e-09 2.772829e-08 2.6357162e-08 1.7834706e-08    109.74266    109.74266    109.74266    1321680.6 
  886500            0   -94855.417 -3.7279314e-09 -5.3566493e-09 -1.5317017e-09 -4.2954432e-09 2.7772003e-08 2.6201464e-08 1.7866361e-08    109.74266    109.74266    109.74266    1321680.6 
  887000            0   -94855.417 7.8998486e-10  5.20048e-09 -3.3044147e-09 4.7388928e-10 2.7785212e-08 2.6063361e-08 1.7699386e-08    109.74266    109.74266    109.74266    1321680.6 
  887500            0   -94855.417 4.2637057e-09 6.0060859e-09 2.7845105e-09 4.0005208e-09 2.7711649e-08 2.6207765e-08 1.7978869e-08    109.74266    109.74266    109.74266    1321680.6 
  888000            0   -94855.417 1.9317692e-09 3.4288997e-09 4.1884498e-09 -1.8220418e-09 2.7685814e-08 2.6307178e-08 1.7639768e-08    109.74266    109.74266    109.74266    1321680.6 
  888500            0   -94855.417 -4.7667111e-09 -4.9628538e-09 -4.8265297e-09 -4.5107499e-09 2.7664013e-08 2.6336186e-08 1.7737457e-08    109.74266    109.74266    109.74266    1321680.6 
  889000            0   -94855.417 1.4408247e-09 2.5022756e-10 -1.3276075e-09 5.3998541e-09 2.7612018e-08 2.6253267e-08 1.7736591e-08    109.74266    109.74266    109.74266    1321680.6 
  889500            0   -94855.417 2.2703974e-09 1.3469919e-09 -2.3868562e-10 5.702886e-09 2.7494678e-08 2.5968336e-08 1.7551352e-08    109.74266    109.74266    109.74266    1321680.6 
  890000            0   -94855.417 1.5402412e-09 5.1141695e-09 2.7891531e-09 -3.2825991e-09 2.7688057e-08 2.6367306e-08 1.7767836e-08    109.74266    109.74266    109.74266    1321680.6 
  890500            0   -94855.417 1.0347939e-09 1.9291235e-09 -3.7570224e-09 4.9322806e-09 2.7641364e-08 2.6088553e-08 1.7896335e-08    109.74266    109.74266    109.74266    1321680.6 
  891000            0   -94855.417 5.0267163e-09 6.7257173e-09 4.1855557e-09 4.1688759e-09 2.7548796e-08 2.6261753e-08 1.7863105e-08    109.74266    109.74266    109.74266    1321680.6 
  891500            0   -94855.417 -6.9151588e-10 -6.1908302e-09 1.3925438e-09 2.7237388e-09 2.7725207e-08 2.6134689e-08 1.7689162e-08    109.74266    109.74266    109.74266    1321680.6 
  892000            0   -94855.417 -5.4341311e-09 -5.9190175e-09 -3.7364278e-09 -6.6469479e-09 2.7670055e-08 2.6231456e-08 1.8004821e-08    109.74266    109.74266    109.74266    1321680.6 
  892500            0   -94855.417 -4.9338733e-09 -6.9076967e-09 -3.5628163e-09 -4.3311069e-09 2.764282e-08 2.622014e-08 1.7686802e-08    109.74266    109.74266    109.74266    1321680.6 
  893000            0   -94855.417 5.3321184e-10 1.5372315e-09 -3.9040357e-09 3.9664397e-09 2.7779932e-08 2.6081994e-08 1.7904987e-08    109.74266    109.74266    109.74266    1321680.6 
  893500            0   -94855.417 -5.2239041e-09 -6.6104357e-09 -5.441207e-09 -3.6200695e-09 2.7802465e-08 2.6401282e-08 1.7510559e-08    109.74266    109.74266    109.74266    1321680.6 
  894000            0   -94855.417 -2.8292879e-09 -5.4221714e-09 2.5021033e-10 -3.3159028e-09 2.7412502e-08 2.6433995e-08 1.754245e-08    109.74266    109.74266    109.74266    1321680.6 
  894500            0   -94855.417 -5.3231583e-09 -4.3911186e-09 -7.4796946e-09 -4.0986617e-09 2.7489644e-08 2.6176795e-08 1.7768995e-08    109.74266    109.74266    109.74266    1321680.6 
  895000            0   -94855.417 -1.6913896e-09 -2.4539933e-09 1.2531964e-09 -3.8733721e-09 2.7461168e-08 2.6263805e-08 1.7495981e-08    109.74266    109.74266    109.74266    1321680.6 
  895500            0   -94855.417 2.1090471e-09 3.6308793e-09 -1.2450998e-09 3.9413619e-09 2.734319e-08 2.6026593e-08  1.78049e-08    109.74266    109.74266    109.74266    1321680.6 
  896000            0   -94855.417 -5.208644e-09 -4.795487e-09 -5.750307e-09 -5.080138e-09 2.769438e-08 2.6219319e-08 1.7526774e-08    109.74266    109.74266    109.74266    1321680.6 
  896500            0   -94855.417 2.7832731e-11 8.9543499e-10 -5.2163803e-09 4.4044435e-09 2.7485462e-08 2.6325367e-08 1.7604449e-08    109.74266    109.74266    109.74266    1321680.6 
  897000            0   -94855.417 4.4155878e-09 6.0687699e-09 2.9144349e-09 4.2635586e-09 2.7445366e-08 2.6204412e-08 1.7533027e-08    109.74266    109.74266    109.74266    1321680.6 
  897500            0   -94855.417 3.5197142e-09 1.7257226e-09 7.3435514e-09 1.4898686e-09 2.7379366e-08 2.6325589e-08 1.763199e-08    109.74266    109.74266    109.74266    1321680.6 
  898000            0   -94855.417 1.8164202e-09  -9.7007e-10 2.5331977e-11 6.3939985e-09 2.7297729e-08 2.6206089e-08 1.7603092e-08    109.74266    109.74266    109.74266    1321680.6 
  898500            0   -94855.417 -4.0216056e-09 -3.28615e-09 -2.8496708e-09 -5.9289961e-09 2.7591755e-08 2.5965235e-08 1.7447845e-08    109.74266    109.74266    109.74266    1321680.6 
  899000            0   -94855.417  2.53896e-09 9.4262775e-10 2.7903935e-10 6.395213e-09 2.7617595e-08 2.5749668e-08 1.7826748e-08    109.74266    109.74266    109.74266    1321680.6 
  899500            0   -94855.417 -3.5528018e-09 -5.1538428e-09 -3.445278e-09 -2.0592847e-09 2.7707795e-08 2.614446e-08 1.7729929e-08    109.74266    109.74266    109.74266    1321680.6 
  900000            0   -94855.417 -3.3680734e-09 -4.6116687e-09 -5.8709548e-09 3.784034e-10 2.7570898e-08 2.5919989e-08 1.7530141e-08    109.74266    109.74266    109.74266    1321680.6 
  900500            0   -94855.417 -1.6313457e-09 3.0832918e-09 -4.182007e-09 -3.7953219e-09 2.7613108e-08 2.5818689e-08 1.7461553e-08    109.74266    109.74266    109.74266    1321680.6 
  901000            0   -94855.417 -3.3821189e-09 -6.2631999e-09 -1.2283726e-09 -2.6547843e-09 2.7190221e-08 2.5906752e-08 1.7727771e-08    109.74266    109.74266    109.74266    1321680.6 
  901500            0   -94855.417 2.0592287e-09 -8.5991768e-10 4.3447656e-10 6.6031273e-09 2.7756293e-08 2.5786206e-08 1.7592244e-08    109.74266    109.74266    109.74266    1321680.6 
  902000            0   -94855.417 3.9585764e-09 2.7200522e-09 4.7223077e-09 4.4333694e-09 2.7747124e-08 2.5844144e-08 1.7453844e-08    109.74266    109.74266    109.74266    1321680.6 
  902500            0   -94855.417 2.8840066e-09 1.3261776e-09 1.3527758e-09 5.9730665e-09 2.7324516e-08 2.5860094e-08 1.7379614e-08    109.74266    109.74266    109.74266    1321680.6 
  903000            0   -94855.417 -5.9045692e-09 -6.0008576e-09 -5.9175963e-09 -5.7952539e-09 2.7144514e-08 2.6092123e-08 1.7591977e-08    109.74266    109.74266    109.74266    1321680.6 
  903500            0   -94855.417 -2.297704e-09 8.5860845e-10 -3.8411666e-09 -3.9105539e-09 2.7203149e-08 2.5985815e-08 1.7572907e-08    109.74266    109.74266    109.74266    1321680.6 
  904000            0   -94855.417 1.5441524e-09 6.3744677e-10 6.0610523e-09 -2.0660419e-09 2.715848e-08 2.5934382e-08 1.7613114e-08    109.74266    109.74266    109.74266    1321680.6 
  904500            0   -94855.417 -2.8927607e-09 -5.5560191e-09 -3.0773916e-09 -4.4871449e-11 2.7256315e-08 2.5759209e-08 1.7737741e-08    109.74266    109.74266    109.74266    1321680.6 
  905000            0   -94855.417 -3.2192053e-09 -8.2080428e-10 -6.5160287e-09 -2.3207829e-09 2.715311e-08 2.5999191e-08 1.7567562e-08    109.74266    109.74266    109.74266    1321680.6 
  905500            0   -94855.417 -5.1244008e-09 -7.4591345e-09 -3.9501174e-09 -3.9639505e-09 2.7261079e-08 2.5727185e-08 1.7601068e-08    109.74266    109.74266    109.74266    1321680.6 
  906000            0   -94855.417 -1.7743653e-10 -4.1571574e-09 5.0202707e-09 -1.3954228e-09 2.7193481e-08 2.5940952e-08 1.7514551e-08    109.74266    109.74266    109.74266    1321680.6 
  906500            0   -94855.417 1.3473809e-09 5.0122559e-09 -2.8707564e-09 1.9006433e-09 2.7193416e-08 2.5869491e-08 1.7631452e-08    109.74266    109.74266    109.74266    1321680.6 
  907000            0   -94855.417 -1.3607913e-09 -4.3222072e-09 3.8283413e-09 -3.5885079e-09 2.7229976e-08 2.5668355e-08 1.7711277e-08    109.74266    109.74266    109.74266    1321680.6 
  907500            0   -94855.417 2.9337561e-10 -5.0035865e-09 3.4486028e-09 2.4351106e-09 2.7243826e-08 2.5630239e-08 1.7606236e-08    109.74266    109.74266    109.74266    1321680.6 
  908000            0   -94855.417 -4.3237561e-10 -3.2242369e-09 -2.7834597e-09 4.7105698e-09 2.6923283e-08 2.5836642e-08 1.7312055e-08    109.74266    109.74266    109.74266    1321680.6 
  908500            0   -94855.417 2.2053312e-09 -1.0456482e-09 2.2645461e-09 5.3970956e-09 2.7217616e-08 2.5615751e-08 1.7458861e-08    109.74266    109.74266    109.74266    1321680.6 
  909000            0   -94855.417 1.4112363e-09 1.7890009e-11 5.8878715e-09 -1.6720526e-09 2.7078768e-08 2.5786389e-08 1.7567851e-08    109.74266    109.74266    109.74266    1321680.6 
  909500            0   -94855.417 2.5577674e-09 2.3990743e-09 5.7354576e-09 -4.6122975e-10 2.7179432e-08 2.576529e-08 1.7640987e-08    109.74266    109.74266    109.74266    1321680.6 
  910000            0   -94855.417 3.7786212e-09 5.8029693e-09 5.0698579e-09 4.6303641e-10 2.7159695e-08 2.555088e-08 1.7625315e-08    109.74266    109.74266    109.74266    1321680.6 
  910500            0   -94855.417 4.2401086e-09 7.6008549e-09 2.9488798e-09 2.1705912e-09 2.7110831e-08 2.5744033e-08 1.7545004e-08    109.74266    109.74266    109.74266    1321680.6 
  911000            0   -94855.417 9.4767806e-10 -3.6412714e-09 5.3362787e-09 1.1480269e-09 2.6913498e-08 2.5685912e-08 1.7430484e-08    109.74266    109.74266    109.74266    1321680.6 
  911500            0   -94855.417 -3.5369417e-09 4.0035032e-11 -6.4232367e-09 -4.2276235e-09 2.7033702e-08 2.572703e-08 1.7492914e-08    109.74266    109.74266    109.74266    1321680.6 
  912000            0   -94855.417 -6.1735675e-10 4.0855457e-09 -5.0378334e-09 -8.997826e-10 2.7164742e-08 2.5818566e-08 1.7500124e-08    109.74266    109.74266    109.74266    1321680.6 
  912500            0   -94855.417 1.5728773e-09 5.151978e-09 -1.8824131e-09 1.449067e-09 2.7081739e-08 2.5647128e-08 1.7393839e-08    109.74266    109.74266    109.74266    1321680.6 
  913000            0   -94855.417 7.3513839e-11 4.1911329e-09 1.7527988e-09 -5.7233902e-09 2.6924386e-08 2.5568737e-08 1.7720859e-08    109.74266    109.74266    109.74266    1321680.6 
  913500            0   -94855.417 -3.047908e-09 -5.6103739e-10 -6.1453687e-09 -2.4373177e-09 2.7031493e-08 2.5692555e-08 1.7494551e-08    109.74266    109.74266    109.74266    1321680.6 
  914000            0   -94855.417 -3.9923287e-09 -1.1472173e-09 -6.3129939e-09 -4.516775e-09 2.7030313e-08 2.5753016e-08 1.7333851e-08    109.74266    109.74266    109.74266    1321680.6 
  914500            0   -94855.417 1.6777546e-09 -1.2481662e-09 -1.5608322e-10 6.4375134e-09 2.6942362e-08 2.5701224e-08 1.747797e-08    109.74266    109.74266    109.74266    1321680.6 
  915000            0   -94855.417 3.3358744e-09 6.6342905e-09 5.6420281e-10 2.8091297e-09 2.7300395e-08 2.5703651e-08 1.7437827e-08    109.74266    109.74266    109.74266    1321680.6 
  915500            0   -94855.417 -7.6443396e-10 -1.194255e-09 -5.5716481e-09 4.4726012e-09 2.7075611e-08 2.5845063e-08 1.7517415e-08    109.74266    109.74266    109.74266    1321680.6 
  916000            0   -94855.417 -2.3822423e-09 1.3560963e-09 -4.2981672e-09 -4.2046559e-09 2.7307479e-08 2.5441752e-08 1.7208616e-08    109.74266    109.74266    109.74266    1321680.6 
  916500            0   -94855.417 -2.0223412e-09 1.8517365e-09 -1.9741973e-09 -5.9445626e-09 2.7280144e-08 2.5732056e-08 1.7175687e-08    109.74266    109.74266    109.74266    1321680.6 
  917000            0   -94855.417 -5.7598349e-09 -5.0063385e-09 -6.7522423e-09 -5.5209239e-09 2.699275e-08 2.5367132e-08 1.7487074e-08    109.74266    109.74266    109.74266    1321680.6 
  917500            0   -94855.417 -5.9974955e-10 7.8516638e-10  3.40961e-09 -5.994025e-09 2.7054151e-08 2.5379378e-08 1.7337193e-08    109.74266    109.74266    109.74266    1321680.6 
  918000            0   -94855.417 -1.1556311e-09 -3.5655468e-09 -3.6546695e-09 3.753323e-09 2.7093458e-08 2.5814856e-08 1.7287257e-08    109.74266    109.74266    109.74266    1321680.6 
  918500            0   -94855.417 -3.6854983e-09 -6.2240693e-09 -2.6959649e-09 -2.1364607e-09 2.7041631e-08 2.5549461e-08 1.7447126e-08    109.74266    109.74266    109.74266    1321680.6 
  919000            0   -94855.417 7.0928745e-10 4.9557004e-09 8.9435401e-10 -3.722192e-09 2.703294e-08 2.5344946e-08 1.7413258e-08    109.74266    109.74266    109.74266    1321680.6 
  919500            0   -94855.417 9.8779779e-10 -2.8185033e-09 6.3469479e-09 -5.6505123e-10 2.7052415e-08 2.5630297e-08 1.7281034e-08    109.74266    109.74266    109.74266    1321680.6 
  920000            0   -94855.417 -1.627385e-10 -6.0624519e-09 1.4630875e-09 4.111149e-09 2.6832787e-08 2.5553601e-08 1.7442397e-08    109.74266    109.74266    109.74266    1321680.6 
  920500            0   -94855.417 5.436639e-09 3.7288566e-09 7.0342963e-09 5.546764e-09 2.7202107e-08 2.546568e-08 1.738945e-08    109.74266    109.74266    109.74266    1321680.6 
  921000            0   -94855.417 2.5803789e-09 5.4784426e-09 1.186925e-10 2.1440017e-09 2.7046648e-08 2.5559299e-08 1.7654717e-08    109.74266    109.74266    109.74266    1321680.6 
  921500            0   -94855.417 5.6145679e-09 6.7262858e-09 6.6057716e-09 3.5116464e-09 2.6931647e-08 2.5484083e-08 1.7424154e-08    109.74266    109.74266    109.74266    1321680.6 
  922000            0   -94855.417 1.8542186e-09 -1.5498674e-09 5.3905689e-09 1.7219543e-09 2.6913877e-08 2.5566539e-08 1.7504435e-08    109.74266    109.74266    109.74266    1321680.6 
  922500            0   -94855.417 2.5056406e-09 1.1436858e-10 1.6190759e-09 5.7834772e-09 2.6923033e-08 2.550721e-08 1.7414683e-08    109.74266    109.74266    109.74266    1321680.6 
  923000            0   -94855.417 -2.1449779e-10 2.038057e-09 3.9747344e-09 -6.6562848e-09 2.6824354e-08 2.5553655e-08 1.7271977e-08    109.74266    109.74266    109.74266    1321680.6 
  923500            0   -94855.417 3.9591349e-09 1.4770239e-10 5.5154285e-09 6.2142737e-09 2.6838084e-08 2.5515881e-08 1.7395923e-08    109.74266    109.74266    109.74266    1321680.6 
  924000            0   -94855.417 -2.6829163e-09 -2.8605409e-09 2.1918491e-10 -5.407393e-09 2.6978659e-08 2.5292883e-08 1.7420502e-08    109.74266    109.74266    109.74266    1321680.6 
  924500            0   -94855.417 -2.5601116e-09 -1.9816695e-09 9.9493255e-11 -5.7981587e-09 2.6999748e-08 2.5637582e-08 1.732463e-08    109.74266    109.74266    109.74266    1321680.6 
  925000            0   -94855.417 6.3015122e-10 -2.4103923e-09 6.0299493e-09 -1.7291034e-09 2.6874665e-08 2.5645048e-08 1.7512828e-08    109.74266    109.74266    109.74266    1321680.6 
  925500            0   -94855.417 -4.2795048e-09 -5.8935391e-09 -1.3615614e-09 -5.583414e-09 2.6688771e-08 2.5247727e-08 1.7672137e-08    109.74266    109.74266    109.74266    1321680.6 
  926000            0   -94855.417 9.9839944e-10 3.6569047e-09 -3.265775e-09 2.6040686e-09 2.694582e-08 2.5466608e-08 1.7572674e-08    109.74266    109.74266    109.74266    1321680.6 
  926500            0   -94855.417 2.8321325e-10 2.9412914e-09 -4.4512616e-09 2.3596099e-09 2.6874958e-08 2.5675076e-08 1.7429597e-08    109.74266    109.74266    109.74266    1321680.6 
  927000            0   -94855.417 -2.605838e-09 -6.4982894e-09 -1.1260456e-09 -1.9317893e-10 2.6912641e-08 2.5456309e-08 1.729298e-08    109.74266    109.74266    109.74266    1321680.6 
  927500            0   -94855.417 -2.4483831e-09   5.3518e-10 -6.1278922e-09 -1.752437e-09 2.6925324e-08 2.5314393e-08 1.7447685e-08    109.74266    109.74266    109.74266    1321680.6 
  928000            0   -94855.417 6.3026786e-09 4.9034128e-09 7.121438e-09 6.8831852e-09 2.6851008e-08 2.5606854e-08 1.7296675e-08    109.74266    109.74266    109.74266    1321680.6 
  928500            0   -94855.417 2.9990959e-09 4.4365628e-09 5.2867258e-10 4.0320522e-09 2.693234e-08 2.5501706e-08 1.7477354e-08    109.74266    109.74266    109.74266    1321680.6 
  929000            0   -94855.417 -1.5720813e-09 -3.6073088e-09 -3.9966814e-09 2.8877463e-09 2.6913623e-08 2.5388356e-08 1.7402082e-08    109.74266    109.74266    109.74266    1321680.6 
  929500            0   -94855.417 -4.1380644e-09 -3.2092453e-09 -3.5526267e-09 -5.6523211e-09 2.6883326e-08 2.5284032e-08 1.7337705e-08    109.74266    109.74266    109.74266    1321680.6 
  930000            0   -94855.417 -4.3126836e-09 -7.377893e-09 -1.4363257e-09 -4.1238322e-09 2.686609e-08 2.551162e-08 1.7276305e-08    109.74266    109.74266    109.74266    1321680.6 
  930500            0   -94855.417 -2.1008788e-09 -5.4564871e-09 2.2013066e-09 -3.0474558e-09 2.6976634e-08 2.5600678e-08 1.7155437e-08    109.74266    109.74266    109.74266    1321680.6 
  931000            0   -94855.417 -4.77908e-09 -5.7321242e-09 -4.2462974e-09 -4.3588184e-09 2.6847912e-08 2.5346406e-08 1.7290314e-08    109.74266    109.74266    109.74266    1321680.6 
  931500            0   -94855.417 1.2863788e-09 9.9678443e-10 5.848448e-09 -2.9860961e-09 2.6687341e-08 2.5565701e-08 1.7227247e-08    109.74266    109.74266    109.74266    1321680.6 
  932000            0   -94855.417 2.5816193e-09 5.4247468e-09 3.8376093e-09 -1.5174982e-09 2.6967689e-08 2.5231372e-08 1.7159723e-08    109.74266    109.74266    109.74266    1321680.6 
  932500            0   -94855.417 -5.794793e-09 -5.5995986e-09 -5.7045269e-09 -6.0802537e-09 2.6847313e-08 2.5258014e-08 1.7015694e-08    109.74266    109.74266    109.74266    1321680.6 
  933000            0   -94855.417 2.2785586e-09 4.998018e-09 -1.5627185e-09 3.4003764e-09 2.6814612e-08 2.5538336e-08 1.7390949e-08    109.74266    109.74266    109.74266    1321680.6 
  933500            0   -94855.417 3.2786298e-09 6.4297182e-09 2.7120633e-09 6.9410779e-10 2.6604308e-08 2.5452941e-08  1.71644e-08    109.74266    109.74266    109.74266    1321680.6 
  934000            0   -94855.417 -2.2034621e-09 -5.1375549e-09 -3.8580402e-09 2.3852089e-09 2.6623029e-08 2.5701039e-08 1.7273747e-08    109.74266    109.74266    109.74266    1321680.6 
  934500            0   -94855.417 -4.5437823e-09 -3.2775323e-09 -6.81922e-09 -3.5345946e-09 2.685019e-08 2.5511252e-08 1.7395062e-08    109.74266    109.74266    109.74266    1321680.6 
  935000            0   -94855.417 -3.8972254e-09 -6.450511e-09 9.2688678e-11 -5.333854e-09 2.6920032e-08 2.5157071e-08 1.7163469e-08    109.74266    109.74266    109.74266    1321680.6 
  935500            0   -94855.417 4.9531006e-10 -1.3928754e-09 6.2791002e-09 -3.4002946e-09 2.6852145e-08 2.5271468e-08 1.6975762e-08    109.74266    109.74266    109.74266    1321680.6 
  936000            0   -94855.417 2.5932818e-09 6.4368286e-09 4.8263402e-10 8.603828e-10 2.6801223e-08 2.5276341e-08 1.7140605e-08    109.74266    109.74266    109.74266    1321680.6 
  936500            0   -94855.417 2.4297982e-09 5.2712906e-09 1.9105186e-09 1.0758553e-10 2.6854242e-08 2.5316249e-08 1.7104278e-08    109.74266    109.74266    109.74266    1321680.6 
  937000            0   -94855.417 2.2835494e-09 -1.3971477e-09 4.2138593e-09 4.0339364e-09 2.6875698e-08 2.5273709e-08 1.7112112e-08    109.74266    109.74266    109.74266    1321680.6 
  937500            0   -94855.417 -4.5910432e-09 -3.4312856e-09 -2.3961328e-09 -7.9457113e-09 2.6601396e-08 2.5391435e-08 1.7049863e-08    109.74266    109.74266    109.74266    1321680.6 
  938000            0   -94855.417  2.06344e-09 6.8016917e-10 -8.1278522e-10 6.3229359e-09 2.6762187e-08 2.5455874e-08 1.6953264e-08    109.74266    109.74266    109.74266    1321680.6 
  938500            0   -94855.417 4.118334e-09 3.5272086e-09 2.3895866e-09 6.4382067e-09 2.6568157e-08 2.5164418e-08 1.7072809e-08    109.74266    109.74266    109.74266    1321680.6 
  939000            0   -94855.417 6.5879577e-10 3.6880766e-09 2.5410617e-09 -4.2527509e-09 2.6775309e-08 2.5087176e-08 1.7206136e-08    109.74266    109.74266    109.74266    1321680.6 
  939500            0   -94855.417 2.7067417e-09 4.7230484e-09  3.63249e-09 -2.3531348e-10 2.6667836e-08 2.5146688e-08 1.7097568e-08    109.74266    109.74266    109.74266    1321680.6 
  940000            0   -94855.417 3.4342199e-09 1.0448385e-09 3.7401574e-09 5.5176637e-09 2.6628585e-08 2.541412e-08 1.7203143e-08    109.74266    109.74266    109.74266    1321680.6 
  940500            0   -94855.417 5.293361e-09 5.0632127e-09 6.6861087e-09 4.1307617e-09 2.6863192e-08 2.5205778e-08 1.7109506e-08    109.74266    109.74266    109.74266    1321680.6 
  941000            0   -94855.417 -2.5983429e-09 -3.2358779e-09 -6.4467168e-09 1.887566e-09 2.6654011e-08 2.4924339e-08 1.7248178e-08    109.74266    109.74266    109.74266    1321680.6 
  941500            0   -94855.417 -1.7391624e-09 -5.9739408e-09 -1.28765e-09 2.0441036e-09 2.6679188e-08 2.5187808e-08 1.7219693e-08    109.74266    109.74266    109.74266    1321680.6 
  942000            0   -94855.417 -2.8229492e-09 4.0408422e-10 -4.7042626e-09 -4.1686692e-09 2.6531296e-08 2.5380632e-08 1.7087568e-08    109.74266    109.74266    109.74266    1321680.6 
  942500            0   -94855.417 7.0989972e-10 3.2136683e-09 -4.7523426e-09 3.6683734e-09 2.6648787e-08 2.5332855e-08 1.6940688e-08    109.74266    109.74266    109.74266    1321680.6 
  943000            0   -94855.417 -1.1767447e-09 -4.0265612e-09 2.5922769e-09 -2.0959498e-09 2.6618003e-08 2.5104247e-08 1.6936446e-08    109.74266    109.74266    109.74266    1321680.6 
  943500            0   -94855.417 -1.5660397e-09 -3.5789363e-09 -3.721251e-09 2.6020682e-09 2.6880044e-08 2.5092102e-08 1.7035961e-08    109.74266    109.74266    109.74266    1321680.6 
  944000            0   -94855.417 -2.1825811e-09 -4.5044492e-09 -3.3042682e-09 1.2609743e-09 2.646217e-08 2.5230433e-08 1.703171e-08    109.74266    109.74266    109.74266    1321680.6 
  944500            0   -94855.417 -4.1871923e-09 -2.8805326e-10 -5.4045484e-09 -6.8689752e-09 2.6467626e-08 2.4851451e-08 1.7105867e-08    109.74266    109.74266    109.74266    1321680.6 
  945000            0   -94855.417 9.1047181e-10 2.4235492e-09 3.7105187e-09 -3.4026525e-09 2.6532799e-08 2.523275e-08 1.6899155e-08    109.74266    109.74266    109.74266    1321680.6 
  945500            0   -94855.417 -5.5616882e-09 -5.0733636e-09 -5.569624e-09 -6.042077e-09 2.6532735e-08 2.5297657e-08 1.6718665e-08    109.74266    109.74266    109.74266    1321680.6 
  946000            0   -94855.417 1.4822867e-09 2.6226908e-09 -2.7686705e-09 4.5928398e-09 2.6626836e-08 2.4953274e-08 1.6980202e-08    109.74266    109.74266    109.74266    1321680.6 
  946500            0   -94855.417 4.4736822e-09 2.7031398e-09 3.9047334e-09 6.8131734e-09 2.6342504e-08 2.5276003e-08 1.7143529e-08    109.74266    109.74266    109.74266    1321680.6 
  947000            0   -94855.417 -2.8389055e-09 -6.66995e-10 -6.276878e-09 -1.5728436e-09 2.6721049e-08 2.5087124e-08 1.7094175e-08    109.74266    109.74266    109.74266    1321680.6 
  947500            0   -94855.417 -7.620581e-10 -2.1376019e-09 3.4504288e-09 -3.5990012e-09 2.6476774e-08  2.48807e-08 1.7004501e-08    109.74266    109.74266    109.74266    1321680.6 
  948000            0   -94855.417 -9.7577207e-10 -6.0250182e-09 1.1444265e-09 1.9532754e-09 2.6496572e-08 2.4803352e-08 1.6912251e-08    109.74266    109.74266    109.74266    1321680.6 
