c498-902 stampede tacc utexas edu
Running on sampede.tacc.xsede.org
TACC: Starting up job 7716193
TACC: Setting up parallel environment for MVAPICH2+mpispawn.
TACC: Starting parallel tasks...
LAMMPS (10 Feb 2015)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 10 10 10
Reading data file ...
  orthogonal box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437)
  2 by 2 by 4 MPI processor grid
  reading atoms ...
  12288 atoms
Changing box ...
  triclinic box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437) with tilt (0 0 0)
Reading potential file CH.airebo with DATE: 2011-10-25
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 0 steps, check yes
  master list distance cutoff = 7
Setting up minimization ...
Memory usage per processor = 5.10815 Mbytes
Step Temp PotEng Press Pxx Pyy Pzz Pxy Pxz Pyz Lx Ly Lz Volume 
 2817500            0   -94855.417 4.7257861e-10 4.1236212e-09 1.8629813e-09 -4.5688666e-09 8.7631628e-09 6.5919708e-09 4.8075156e-09    109.74266    109.74266    109.74266    1321680.6 
 2818000            0   -94855.417 -3.6658885e-09 -6.680075e-09 -1.1690005e-09 -3.1485899e-09 8.8684098e-09  6.35501e-09 4.4776573e-09    109.74266    109.74266    109.74266    1321680.6 
 2818500            0   -94855.417 -3.4030947e-09 -6.129589e-10 -4.7569335e-09 -4.8393916e-09 8.5242575e-09 6.7284801e-09 4.8694115e-09    109.74266    109.74266    109.74266    1321680.6 
 2819000            0   -94855.417 -1.8507926e-09 9.2244658e-10 -5.3774937e-09 -1.0973307e-09 8.7073868e-09 6.3204445e-09 4.6412945e-09    109.74266    109.74266    109.74266    1321680.6 
 2819500            0   -94855.417 1.2605408e-09 5.6636219e-09 2.7182133e-09 -4.6002129e-09 8.5215529e-09 6.6992785e-09 4.6857654e-09    109.74266    109.74266    109.74266    1321680.6 
 2820000            0   -94855.417 5.2585242e-09 3.4198901e-09 6.8678856e-09 5.4877968e-09 8.7548509e-09 6.8356586e-09 4.7825153e-09    109.74266    109.74266    109.74266    1321680.6 
 2820500            0   -94855.417 -2.4424492e-09 2.9665545e-09 -4.9473411e-09 -5.3465609e-09 8.5864462e-09 6.6571139e-09 4.693905e-09    109.74266    109.74266    109.74266    1321680.6 
 2821000            0   -94855.417 -3.9977422e-09 -4.623258e-09 -5.9029794e-09 -1.4669893e-09 8.5897925e-09 6.4927402e-09 4.748613e-09    109.74266    109.74266    109.74266    1321680.6 
 2821500            0   -94855.417 -3.4333248e-09 -2.0714339e-09 -1.8841271e-09 -6.3444134e-09 8.7950582e-09 6.5846925e-09 4.9173493e-09    109.74266    109.74266    109.74266    1321680.6 
 2822000            0   -94855.417 8.4357019e-10 -2.9408048e-09 5.3312657e-09 1.4024966e-10 8.5901887e-09 6.4721327e-09 4.8106337e-09    109.74266    109.74266    109.74266    1321680.6 
 2822500            0   -94855.417 3.5558732e-09 4.5939294e-09 3.9286528e-10 5.680825e-09 8.6663526e-09 6.4629831e-09 4.5955272e-09    109.74266    109.74266    109.74266    1321680.6 
 2823000            0   -94855.417 -1.87489e-09 1.5211805e-09 -4.8926891e-09 -2.2531613e-09 8.6372394e-09 6.6569136e-09 4.7420969e-09    109.74266    109.74266    109.74266    1321680.6 
 2823500            0   -94855.417  2.21037e-09 1.1122512e-09 5.8097222e-09 -2.9086338e-10 8.6196594e-09 6.717259e-09 4.829721e-09    109.74266    109.74266    109.74266    1321680.6 
 2824000            0   -94855.417 -5.3135192e-09 -4.7577087e-09 -3.833294e-09 -7.349555e-09 8.3616626e-09 6.4592019e-09 5.0466233e-09    109.74266    109.74266    109.74266    1321680.6 
 2824500            0   -94855.417 -4.7329696e-09 -6.7096275e-09 -4.9892108e-09 -2.5000706e-09 8.5743358e-09 6.6107781e-09 4.9478751e-09    109.74266    109.74266    109.74266    1321680.6 
 2825000            0   -94855.417 -4.2796111e-09 -5.9355078e-09 -4.0745808e-09 -2.8287446e-09 8.7563496e-09 6.5748043e-09 4.8741273e-09    109.74266    109.74266    109.74266    1321680.6 
 2825500            0   -94855.417 -2.4269128e-09 -1.4487591e-09 -5.9037546e-09 7.177537e-11 8.5616483e-09 6.3674714e-09 4.8035879e-09    109.74266    109.74266    109.74266    1321680.6 
 2826000            0   -94855.417 1.3670833e-09 7.1490697e-10 6.3241138e-09 -2.9377707e-09 8.5187794e-09 6.6416959e-09 4.7358264e-09    109.74266    109.74266    109.74266    1321680.6 
 2826500            0   -94855.417 2.7553047e-09 3.1440851e-09 -2.7572319e-10 5.3975522e-09 8.6217094e-09 6.9724177e-09 4.631557e-09    109.74266    109.74266    109.74266    1321680.6 
 2827000            0   -94855.417 -5.3973741e-09 -5.4257115e-09 -6.4527461e-09 -4.3136648e-09 8.5950984e-09 6.6392303e-09 4.6534824e-09    109.74266    109.74266    109.74266    1321680.6 
 2827500            0   -94855.417 -5.3020103e-09 -4.3386243e-09 -5.3445992e-09 -6.2228074e-09 8.3912927e-09 6.7307734e-09 4.7404992e-09    109.74266    109.74266    109.74266    1321680.6 
 2828000            0   -94855.417 -1.5326076e-09 -6.4167163e-09 1.8846353e-09 -6.5741691e-11 8.5333231e-09 6.534063e-09 4.8595448e-09    109.74266    109.74266    109.74266    1321680.6 
 2828500            0   -94855.417 8.2028174e-12 4.8440838e-09 -5.3256928e-09 5.0621748e-10 8.5016517e-09 6.8299329e-09 4.729418e-09    109.74266    109.74266    109.74266    1321680.6 
 2829000            0   -94855.417 -3.5740137e-09 -1.2088848e-09 -5.8461741e-09 -3.6669824e-09 8.4426888e-09 6.8131626e-09 4.8167406e-09    109.74266    109.74266    109.74266    1321680.6 
 2829500            0   -94855.417 6.1346788e-09 6.1246406e-09 5.7525637e-09 6.526832e-09 8.3186732e-09 6.458375e-09 4.7192499e-09    109.74266    109.74266    109.74266    1321680.6 
 2830000            0   -94855.417 5.9323998e-09 6.2261236e-09 5.2669926e-09 6.3040833e-09 8.6615248e-09 6.4457413e-09 4.7693153e-09    109.74266    109.74266    109.74266    1321680.6 
 2830500            0   -94855.417 1.2393533e-09 4.703875e-09 1.5904192e-09 -2.5762345e-09 8.4543728e-09 6.5083477e-09 4.8333343e-09    109.74266    109.74266    109.74266    1321680.6 
 2831000            0   -94855.417 -5.0279983e-09 -4.789617e-09 -5.9903105e-09 -4.3040674e-09 8.7089114e-09 6.6830358e-09 4.5645965e-09    109.74266    109.74266    109.74266    1321680.6 
 2831500            0   -94855.417 9.2340697e-10 -3.7077625e-09 2.059289e-09 4.4186943e-09 8.6228033e-09 6.3991192e-09 4.7880752e-09    109.74266    109.74266    109.74266    1321680.6 
 2832000            0   -94855.417 3.5899227e-09 5.2261866e-09 4.1618086e-09 1.3817728e-09 8.6175879e-09 6.4870253e-09 4.8519693e-09    109.74266    109.74266    109.74266    1321680.6 
 2832500            0   -94855.417 -5.4840945e-09 -3.8145082e-09 -8.610779e-09 -4.0269962e-09 8.3030054e-09 6.6296716e-09 4.7299004e-09    109.74266    109.74266    109.74266    1321680.6 
 2833000            0   -94855.417 6.3378493e-09 6.9422666e-09 5.6365845e-09 6.4346968e-09 8.3768049e-09 6.6256255e-09 4.6105447e-09    109.74266    109.74266    109.74266    1321680.6 
 2833500            0   -94855.417 -6.4065597e-10 -5.1396264e-09 5.7523743e-09 -2.5347158e-09 8.3755991e-09 6.6024662e-09 4.8497988e-09    109.74266    109.74266    109.74266    1321680.6 
 2834000            0   -94855.417 -2.3858958e-09 -3.9979346e-09 -4.3658426e-09 1.2060898e-09 8.3827525e-09 6.4548435e-09 4.6494944e-09    109.74266    109.74266    109.74266    1321680.6 
 2834500            0   -94855.417 -2.1956447e-09 -5.1513234e-10 -7.0755544e-09 1.0037527e-09 8.5365273e-09 6.4339862e-09 4.9047522e-09    109.74266    109.74266    109.74266    1321680.6 
 2835000            0   -94855.417 -5.0779129e-09 -3.089123e-09 -6.574996e-09 -5.5696197e-09 8.5427893e-09 6.6820561e-09 4.7957368e-09    109.74266    109.74266    109.74266    1321680.6 
 2835500            0   -94855.417 1.1037914e-09 4.601548e-09 2.6036552e-09 -3.8938289e-09 8.6934848e-09 6.4965129e-09 4.5641056e-09    109.74266    109.74266    109.74266    1321680.6 
 2836000            0   -94855.417 2.583263e-09 4.7524502e-09 -1.0470005e-09 4.0443392e-09 8.6553792e-09 6.5260008e-09 4.7045641e-09    109.74266    109.74266    109.74266    1321680.6 
 2836500            0   -94855.417 1.9521464e-09 -2.6948408e-09 4.6201443e-09 3.9311356e-09 8.6326269e-09 6.557752e-09 4.4120147e-09    109.74266    109.74266    109.74266    1321680.6 
 2837000            0   -94855.417 4.6555231e-09 2.5652395e-09 5.0113644e-09 6.3899653e-09 8.6136559e-09 6.5220688e-09 4.9531724e-09    109.74266    109.74266    109.74266    1321680.6 
 2837500            0   -94855.417 6.9069761e-10 -2.0031986e-09 5.344582e-09 -1.2692905e-09 8.3929378e-09 6.5343214e-09 4.7527819e-09    109.74266    109.74266    109.74266    1321680.6 
 2838000            0   -94855.417 -3.6785846e-10 -4.6497184e-09 -1.5034067e-09 5.0495497e-09 8.3499441e-09 6.6204811e-09 4.810806e-09    109.74266    109.74266    109.74266    1321680.6 
 2838500            0   -94855.417 -3.6282508e-09 -1.6637019e-09 -4.6489475e-09 -4.5721031e-09 8.5684787e-09 6.6720861e-09 4.7357747e-09    109.74266    109.74266    109.74266    1321680.6 
 2839000            0   -94855.417 -1.0369924e-09 -8.1442176e-10 -3.869608e-09 1.5730524e-09 8.6499441e-09 6.5663115e-09 4.6464151e-09    109.74266    109.74266    109.74266    1321680.6 
 2839500            0   -94855.417 8.7229297e-10 5.510071e-09 -1.9970573e-09 -8.9613483e-10 8.4721379e-09 6.5813074e-09 4.7577905e-09    109.74266    109.74266    109.74266    1321680.6 
 2840000            0   -94855.417 4.008107e-09 9.5300257e-10 5.9029621e-09 5.1683563e-09 8.4401521e-09 6.4471797e-09 4.6573283e-09    109.74266    109.74266    109.74266    1321680.6 
 2840500            0   -94855.417 4.9037394e-09 4.5509788e-09 3.9889207e-09 6.1713187e-09 8.3902591e-09 6.6808437e-09 4.6507089e-09    109.74266    109.74266    109.74266    1321680.6 
 2841000            0   -94855.417 -3.2278201e-09 -2.3900302e-09 -1.2370635e-09 -6.0563666e-09 8.6315287e-09 6.6301324e-09 4.6791072e-09    109.74266    109.74266    109.74266    1321680.6 
 2841500            0   -94855.417 1.2328143e-09 3.501756e-09 2.9654348e-09 -2.768748e-09 8.5880655e-09 6.5600668e-09 4.4845652e-09    109.74266    109.74266    109.74266    1321680.6 
 2842000            0   -94855.417 -4.2332187e-09 -5.3713179e-09 -2.9802326e-09 -4.3481055e-09 8.6754397e-09 6.5474826e-09 4.8149834e-09    109.74266    109.74266    109.74266    1321680.6 
 2842500            0   -94855.417 7.148395e-10 -4.1938547e-09 4.6069227e-09 1.7314505e-09 8.7835162e-09 6.5921883e-09 4.9424056e-09    109.74266    109.74266    109.74266    1321680.6 
 2843000            0   -94855.417 -3.7082046e-09 -1.2353538e-09 -3.7563764e-09 -6.1328836e-09 8.5842283e-09 6.5769254e-09 4.5420252e-09    109.74266    109.74266    109.74266    1321680.6 
 2843500            0   -94855.417 -2.9660147e-09 -2.1546048e-09 -1.4967572e-09 -5.2466822e-09 8.5962526e-09 6.752983e-09 4.8380759e-09    109.74266    109.74266    109.74266    1321680.6 
 2844000            0   -94855.417 4.6634467e-10 -3.4089166e-09 -1.415576e-09 6.2235266e-09 8.6529976e-09 6.3944636e-09 4.8562502e-09    109.74266    109.74266    109.74266    1321680.6 
 2844500            0   -94855.417 1.9926357e-09 7.4842167e-09 -1.855479e-09 3.4916956e-10 8.2513682e-09 6.5292244e-09 4.6598262e-09    109.74266    109.74266    109.74266    1321680.6 
 2845000            0   -94855.417 1.0031519e-09 4.8020375e-09 2.074862e-09 -3.8674439e-09 8.6568219e-09 6.3941471e-09 4.763596e-09    109.74266    109.74266    109.74266    1321680.6 
 2845500            0   -94855.417 -4.953402e-09 -7.1313477e-09 -4.3038779e-09 -3.4249806e-09 8.4195058e-09 6.6759449e-09 4.8130756e-09    109.74266    109.74266    109.74266    1321680.6 
 2846000            0   -94855.417 -3.1160858e-09 -2.6603614e-09 -9.0783396e-10 -5.780062e-09 8.6253787e-09 6.5699356e-09 4.774746e-09    109.74266    109.74266    109.74266    1321680.6 
 2846500            0   -94855.417 -3.194182e-09 -5.6276352e-09 -2.0148439e-10 -3.7534263e-09 8.4809236e-09 6.5307899e-09 4.6072027e-09    109.74266    109.74266    109.74266    1321680.6 
 2847000            0   -94855.417 -3.3607584e-09 -5.4289286e-09 -4.8749542e-09 2.2160742e-10 8.5458685e-09 6.587634e-09 4.7217263e-09    109.74266    109.74266    109.74266    1321680.6 
 2847500            0   -94855.417 3.5461903e-09 2.7884167e-09 2.0790654e-09 5.771089e-09 8.4815524e-09 6.5363671e-09 4.6991075e-09    109.74266    109.74266    109.74266    1321680.6 
 2848000            0   -94855.417 -4.7294869e-09 -4.7863784e-09 -6.4910326e-09 -2.9110498e-09 8.6134707e-09 6.552248e-09 4.943745e-09    109.74266    109.74266    109.74266    1321680.6 
 2848500            0   -94855.417 4.9083684e-09 6.8155464e-09 3.4968464e-09 4.4127123e-09 8.5640772e-09 6.4359716e-09 4.6934356e-09    109.74266    109.74266    109.74266    1321680.6 
 2849000            0   -94855.417 -2.2678249e-09 -4.2766811e-09 1.2828781e-09 -3.8096718e-09 8.4287308e-09 6.5385786e-09 4.6284088e-09    109.74266    109.74266    109.74266    1321680.6 
 2849500            0   -94855.417 -2.9980192e-09 -2.8578191e-09 2.1619606e-12 -6.1384005e-09 8.4992184e-09 6.6703828e-09 4.7807237e-09    109.74266    109.74266    109.74266    1321680.6 
 2850000            0   -94855.417 2.1383894e-09 -1.9136797e-10 7.4921841e-10 5.8573176e-09 8.3407751e-09 6.3379641e-09 4.8501864e-09    109.74266    109.74266    109.74266    1321680.6 
 2850500            0   -94855.417 3.4810494e-09 7.0810498e-09 1.7951422e-09 1.5669563e-09 8.3758144e-09 6.4653755e-09 4.7121267e-09    109.74266    109.74266    109.74266    1321680.6 
 2851000            0   -94855.417 -1.2868102e-09 -1.3097519e-09 -4.988358e-09 2.4376795e-09 8.5784874e-09 6.5369808e-09 4.7944793e-09    109.74266    109.74266    109.74266    1321680.6 
 2851500            0   -94855.417 1.1121263e-09 2.7315899e-09 3.7745334e-09 -3.1697443e-09 8.3699831e-09 6.374121e-09 4.7090388e-09    109.74266    109.74266    109.74266    1321680.6 
 2852000            0   -94855.417 -4.7373014e-09 -6.3635674e-09 -5.9727736e-09 -1.8755633e-09 8.4534512e-09 6.4183959e-09 4.6241237e-09    109.74266    109.74266    109.74266    1321680.6 
 2852500            0   -94855.417 5.8448548e-09 3.5069025e-09 7.810578e-09 6.2170838e-09 8.4899375e-09 6.3929821e-09 4.8730592e-09    109.74266    109.74266    109.74266    1321680.6 
 2853000            0   -94855.417 -5.3821141e-09 -4.4322001e-09 -5.1886366e-09 -6.5255056e-09 8.611158e-09 6.4884185e-09 4.7364509e-09    109.74266    109.74266    109.74266    1321680.6 
 2853500            0   -94855.417 -3.0988475e-09 -2.408338e-09 -8.6960774e-10 -6.0185969e-09 8.4756134e-09 6.5963162e-09 4.6827033e-09    109.74266    109.74266    109.74266    1321680.6 
 2854000            0   -94855.417 2.4126289e-09 -5.8361739e-10 5.0543711e-09 2.767133e-09 8.6746818e-09 6.4610408e-09 4.6353986e-09    109.74266    109.74266    109.74266    1321680.6 
 2854500            0   -94855.417 -1.3114322e-09 -2.2070043e-09 2.6321052e-09 -4.3593976e-09 8.8172247e-09 6.279322e-09 4.8275934e-09    109.74266    109.74266    109.74266    1321680.6 
 2855000            0   -94855.417 7.0617802e-10 -2.438726e-09 5.2331936e-09 -6.7593354e-10 8.5401536e-09 6.6111313e-09 4.9317853e-09    109.74266    109.74266    109.74266    1321680.6 
 2855500            0   -94855.417 3.8198219e-09 4.2200653e-09 6.9339073e-09 3.0549322e-10 8.3604395e-09 6.4327997e-09 4.8064174e-09    109.74266    109.74266    109.74266    1321680.6 
 2856000            0   -94855.417 9.9476315e-10 3.482096e-09 4.694452e-09 -5.1922585e-09 8.4854025e-09 6.248176e-09 4.9694517e-09    109.74266    109.74266    109.74266    1321680.6 
 2856500            0   -94855.417 2.4228236e-09 -8.4640327e-10 4.6461826e-09 3.4686914e-09 8.4775644e-09 6.6972781e-09 4.5091091e-09    109.74266    109.74266    109.74266    1321680.6 
 2857000            0   -94855.417 -5.6481135e-09 -6.7735647e-09 -4.5101082e-09 -5.6606675e-09 8.3977785e-09 6.4225971e-09 4.5655225e-09    109.74266    109.74266    109.74266    1321680.6 
 2857500            0   -94855.417 -2.1123963e-09 -7.1901125e-10 1.1852023e-09 -6.80338e-09 8.6079797e-09 6.2515051e-09 4.4252965e-09    109.74266    109.74266    109.74266    1321680.6 
 2858000            0   -94855.417 5.0742386e-09 7.3761273e-09 3.3010985e-09 4.5454899e-09 8.3796904e-09 6.0824845e-09 4.5468874e-09    109.74266    109.74266    109.74266    1321680.6 
 2858500            0   -94855.417 -3.0027659e-09 -5.8941549e-09 4.8407246e-11 -3.16255e-09 8.3893116e-09 6.5097151e-09 4.6726601e-09    109.74266    109.74266    109.74266    1321680.6 
 2859000            0   -94855.417 -1.5099888e-09 2.2679441e-09 -4.5617283e-09 -2.2361822e-09 8.5368891e-09 6.5633399e-09 4.7298789e-09    109.74266    109.74266    109.74266    1321680.6 
 2859500            0   -94855.417 -1.8035388e-09 1.2226404e-09 -3.214689e-10 -6.311788e-09  8.48927e-09 6.3581108e-09 4.5762375e-09    109.74266    109.74266    109.74266    1321680.6 
 2860000            0   -94855.417 -2.8223154e-09 -4.9158161e-09 -3.8871277e-09 3.3599753e-10 8.4200485e-09 6.3122122e-09 4.9183054e-09    109.74266    109.74266    109.74266    1321680.6 
 2860500            0   -94855.417 8.4794507e-10 -4.5815262e-09 4.9749212e-09 2.1504402e-09 8.4402382e-09 6.3982901e-09 4.6228833e-09    109.74266    109.74266    109.74266    1321680.6 
 2861000            0   -94855.417 3.9864967e-09 5.5801495e-09 5.6910297e-09 6.8831098e-10 8.5837674e-09 6.1954125e-09 4.6027366e-09    109.74266    109.74266    109.74266    1321680.6 
 2861500            0   -94855.417 -3.8795263e-09 -2.4496866e-09 -6.5489318e-09 -2.6399606e-09 8.6213907e-09 6.3101278e-09  4.78466e-09    109.74266    109.74266    109.74266    1321680.6 
 2862000            0   -94855.417 3.242554e-09 5.1628653e-11 5.939147e-09 3.7368865e-09 8.4864878e-09 6.3284614e-09 4.6127454e-09    109.74266    109.74266    109.74266    1321680.6 
 2862500            0   -94855.417  4.50665e-09 2.4676842e-09 3.2751119e-09 7.7771537e-09 8.4650663e-09 6.2330401e-09 4.9631682e-09    109.74266    109.74266    109.74266    1321680.6 
 2863000            0   -94855.417 -1.4582137e-09 -2.0465369e-09 3.2623986e-09 -5.5905028e-09 8.3198015e-09 6.2330918e-09 4.5871378e-09    109.74266    109.74266    109.74266    1321680.6 
 2863500            0   -94855.417 2.9712359e-09 1.5721631e-09 6.2463435e-09 1.095201e-09 8.4705014e-09 6.1197353e-09 4.783859e-09    109.74266    109.74266    109.74266    1321680.6 
 2864000            0   -94855.417 4.4106164e-09 4.9203812e-09 5.356055e-09 2.9554131e-09 8.3895183e-09 6.3143074e-09 4.616686e-09    109.74266    109.74266    109.74266    1321680.6 
 2864500            0   -94855.417 -2.7052602e-09 -5.3965465e-10 -8.2155709e-09 6.3944507e-10 8.4889211e-09 6.2529973e-09 4.6314838e-09    109.74266    109.74266    109.74266    1321680.6 
 2865000            0   -94855.417 -3.8965687e-09 -7.7946691e-09 -2.6320363e-09 -1.2630006e-09 8.5485301e-09 6.1327803e-09 4.6264364e-09    109.74266    109.74266    109.74266    1321680.6 
 2865500            0   -94855.417 -2.3384181e-09 -9.9544935e-10 -6.0064951e-09 -1.3309839e-11 8.4966775e-09 6.3077031e-09 4.6253554e-09    109.74266    109.74266    109.74266    1321680.6 
 2866000            0   -94855.417 -1.2066461e-09 2.7958931e-09 -6.7965237e-09 3.8069241e-10 8.5093133e-09 6.2555254e-09 4.6658555e-09    109.74266    109.74266    109.74266    1321680.6 
 2866500            0   -94855.417 -8.3597031e-10 -4.7155634e-09 -7.5104444e-10 2.9586969e-09 8.4081146e-09 6.4994135e-09 4.3246103e-09    109.74266    109.74266    109.74266    1321680.6 
 2867000            0   -94855.417 -9.6688951e-10 -5.8171986e-09  -9.9998e-10 3.9165101e-09 8.3113217e-09 6.1520743e-09 4.6306655e-09    109.74266    109.74266    109.74266    1321680.6 
 2867500            0   -94855.417 -3.831969e-09 -2.9983767e-09 -2.1634077e-09 -6.3341225e-09 8.3259601e-09 6.3298051e-09 4.606126e-09    109.74266    109.74266    109.74266    1321680.6 
 2868000            0   -94855.417 -3.5188148e-09 -5.0976318e-09 -3.2904868e-10 -5.129764e-09 8.4328135e-09 6.3428414e-09 4.7093488e-09    109.74266    109.74266    109.74266    1321680.6 
 2868500            0   -94855.417 -1.9516202e-09 -5.086443e-09 1.9933621e-09 -2.7617798e-09 8.6379715e-09 6.2938291e-09 5.1279552e-09    109.74266    109.74266    109.74266    1321680.6 
 2869000            0   -94855.417 -5.4692141e-09 -5.7390364e-09 -3.8663952e-09 -6.8022107e-09 8.3906467e-09 6.302197e-09 4.7554262e-09    109.74266    109.74266    109.74266    1321680.6 
 2869500            0   -94855.417 -3.2503448e-09 -1.1994015e-09 -5.8732976e-09 -2.6783354e-09 8.3587297e-09 6.2225533e-09 4.6672035e-09    109.74266    109.74266    109.74266    1321680.6 
 2870000            0   -94855.417 2.1211977e-09 4.2410518e-09 3.5233929e-09 -1.4008514e-09 8.6951902e-09 6.2473534e-09 4.6969585e-09    109.74266    109.74266    109.74266    1321680.6 
 2870500            0   -94855.417 -2.0102236e-09 -1.8118264e-10 1.4954307e-09 -7.3449188e-09 8.2838837e-09 6.1326941e-09 4.6439129e-09    109.74266    109.74266    109.74266    1321680.6 
 2871000            0   -94855.417 4.0134086e-09 3.6885244e-09 1.9248685e-09 6.4268327e-09 8.4912252e-09 6.1756426e-09 4.6072931e-09    109.74266    109.74266    109.74266    1321680.6 
 2871500            0   -94855.417 5.4491535e-09 7.504919e-09 3.9439416e-09 4.8986001e-09 8.707895e-09 6.2675776e-09 4.4734195e-09    109.74266    109.74266    109.74266    1321680.6 
 2872000            0   -94855.417 1.8855785e-09 5.4498893e-09 -6.4241238e-10 8.4925861e-10 8.4611903e-09 6.055432e-09 4.5112452e-09    109.74266    109.74266    109.74266    1321680.6 
 2872500            0   -94855.417 2.1749884e-10 -4.9354245e-09 4.1846427e-10 5.1694567e-09 8.1781156e-09 6.4292014e-09 4.4303009e-09    109.74266    109.74266    109.74266    1321680.6 
 2873000            0   -94855.417 6.0436116e-09 5.1241309e-09 6.2379541e-09 6.7687498e-09 8.3745353e-09 6.1514649e-09 4.5251472e-09    109.74266    109.74266    109.74266    1321680.6 
 2873500            0   -94855.417 -1.9086796e-09 1.4952025e-09 -1.9658079e-09 -5.2554334e-09 8.4095186e-09 6.474721e-09 4.8720256e-09    109.74266    109.74266    109.74266    1321680.6 
 2874000            0   -94855.417 4.2806282e-09 2.0209939e-09 4.8662202e-09 5.9546705e-09 8.2792798e-09 6.232674e-09 4.8002632e-09    109.74266    109.74266    109.74266    1321680.6 
 2874500            0   -94855.417 -1.17359e-09 -7.4038538e-09 2.3291723e-09 1.5539113e-09 8.3327561e-09 6.2968933e-09 4.7352192e-09    109.74266    109.74266    109.74266    1321680.6 
 2875000            0   -94855.417 -3.8330047e-09 -4.6147868e-09 -4.4429324e-09 -2.441295e-09 8.3305037e-09 6.261404e-09 4.8770644e-09    109.74266    109.74266    109.74266    1321680.6 
 2875500            0   -94855.417 -2.2290833e-09 5.4427574e-10 -4.8112668e-09 -2.4202589e-09 8.6571966e-09 6.1510514e-09 4.638409e-09    109.74266    109.74266    109.74266    1321680.6 
 2876000            0   -94855.417 2.8906504e-09 3.976793e-09 9.5746431e-11 4.5994119e-09 8.5688103e-09 6.1839976e-09 4.4500169e-09    109.74266    109.74266    109.74266    1321680.6 
 2876500            0   -94855.417 5.3706834e-09 5.7002632e-09 4.0871219e-09 6.324665e-09 8.4640887e-09 6.2028222e-09 4.732437e-09    109.74266    109.74266    109.74266    1321680.6 
 2877000            0   -94855.417 3.0280864e-09 7.9602787e-10 6.076031e-09 2.2122004e-09 8.4571377e-09 6.3079637e-09 4.6461266e-09    109.74266    109.74266    109.74266    1321680.6 
 2877500            0   -94855.417 -1.3117488e-09 3.0231875e-09 -6.720545e-09 -2.3788888e-10 8.2645423e-09 6.0951161e-09 4.8822799e-09    109.74266    109.74266    109.74266    1321680.6 
 2878000            0   -94855.417 -4.1429618e-09 -5.5365486e-09 -1.9337058e-11 -6.8729998e-09 8.5701755e-09 6.2634604e-09 4.6696928e-09    109.74266    109.74266    109.74266    1321680.6 
 2878500            0   -94855.417 1.0574952e-09 3.3429596e-09 -3.9857165e-09 3.8152425e-09 8.2183832e-09 6.1584525e-09 4.4586217e-09    109.74266    109.74266    109.74266    1321680.6 
 2879000            0   -94855.417 3.4673068e-09 1.1000245e-09 2.5024737e-09 6.7994221e-09 8.3805475e-09 5.9822268e-09 4.573408e-09    109.74266    109.74266    109.74266    1321680.6 
 2879500            0   -94855.417 -4.157929e-09 -7.0855546e-09 -5.3190777e-09 -6.9154746e-11 8.2643959e-09 6.1016041e-09 4.4965077e-09    109.74266    109.74266    109.74266    1321680.6 
 2880000            0   -94855.417 -3.4712912e-09 -6.0481365e-09 -6.3273955e-11 -4.3024631e-09 8.4479817e-09 5.9521747e-09 4.6311307e-09    109.74266    109.74266    109.74266    1321680.6 
 2880500            0   -94855.417 5.3010765e-09 5.4395403e-09 4.5253626e-09 5.9383266e-09 8.4500963e-09 6.3820044e-09 4.5746527e-09    109.74266    109.74266    109.74266    1321680.6 
 2881000            0   -94855.417 3.443007e-09 4.489673e-09 5.970026e-10 5.2423453e-09 8.0525453e-09 6.2124477e-09 4.7571962e-09    109.74266    109.74266    109.74266    1321680.6 
 2881500            0   -94855.417 4.6776509e-09 5.0638372e-09 7.650257e-09 1.3188584e-09 8.1994725e-09 6.217269e-09 4.5983869e-09    109.74266    109.74266    109.74266    1321680.6 
 2882000            0   -94855.417 -3.5729888e-09 -1.3819063e-09 -3.3778266e-09 -5.9592334e-09 8.1827711e-09 6.1642794e-09 4.4220105e-09    109.74266    109.74266    109.74266    1321680.6 
 2882500            0   -94855.417 -3.4383737e-09 -5.1626844e-09 -3.8388152e-09 -1.3136215e-09 8.1821122e-09 6.1449919e-09 4.5574001e-09    109.74266    109.74266    109.74266    1321680.6 
 2883000            0   -94855.417 3.3658253e-11 5.8585041e-09 -2.5988231e-09 -3.1587063e-09 8.3763743e-09 6.1343048e-09 4.2679945e-09    109.74266    109.74266    109.74266    1321680.6 
 2883500            0   -94855.417 3.5420193e-09 6.0081747e-09 1.1744097e-09 3.4434735e-09 8.2564199e-09 5.9587877e-09 4.276104e-09    109.74266    109.74266    109.74266    1321680.6 
 2884000            0   -94855.417 3.7366008e-09 1.9650801e-09 2.899973e-09 6.3447493e-09 8.2138741e-09 6.2566645e-09 4.2830464e-09    109.74266    109.74266    109.74266    1321680.6 
 2884500            0   -94855.417 -7.4619511e-10 3.9574215e-09 -1.6394724e-09 -4.5565344e-09 8.2688146e-09 6.1172374e-09 4.7135737e-09    109.74266    109.74266    109.74266    1321680.6 
 2885000            0   -94855.417 -2.348068e-09 9.081785e-10 -3.785705e-09 -4.1666774e-09 8.4892872e-09 6.0909709e-09 4.4696512e-09    109.74266    109.74266    109.74266    1321680.6 
